country,alpha,beta,omega,pvalue
Iraq,0.1,6.0,0.9,1.000000
Iraq,0.1,6.0,1.0,1.000000
Iraq,0.1,6.5,0.0,0.453125
Iraq,0.1,6.5,0.1,0.453125
Iraq,0.1,6.5,0.2,0.453125
Iraq,0.1,6.5,0.3,0.453125
Iraq,0.1,6.5,0.4,0.453125
Iraq,0.1,6.5,0.5,0.125000
Iraq,0.1,6.5,0.6,0.453125
Iraq,0.1,6.5,0.7,0.453125
Iraq,0.1,6.5,0.8,1.000000
Iraq,0.1,6.5,0.9,1.000000
Iraq,0.1,6.5,1.0,1.000000
Iraq,0.1,7.0,0.0,1.000000
Iraq,0.1,7.0,0.1,0.453125
Iraq,0.1,7.0,0.2,0.453125
Iraq,0.1,7.0,0.3,0.453125
Iraq,0.1,7.0,0.4,0.453125
Iraq,0.1,7.0,0.5,0.125000
Iraq,0.1,7.0,0.6,0.453125
Iraq,0.1,7.0,0.7,0.453125
Iraq,0.1,7.0,0.8,1.000000
Iraq,0.1,7.0,0.9,1.000000
Iraq,0.1,7.0,1.0,1.000000
Iraq,0.1,7.5,0.0,0.453125
Iraq,0.1,7.5,0.1,0.453125
Iraq,0.1,7.5,0.2,0.453125
Iraq,0.1,7.5,0.3,0.453125
Iraq,0.1,7.5,0.4,0.453125
Iraq,0.1,7.5,0.5,0.125000
Iraq,0.1,7.5,0.6,0.453125
Iraq,0.1,7.5,0.7,0.453125
Iraq,0.1,7.5,0.8,1.000000
Iraq,0.1,7.5,0.9,1.000000
Iraq,0.1,7.5,1.0,1.000000
Iraq,0.1,8.0,0.0,0.453125
Iraq,0.1,8.0,0.1,0.453125
Iraq,0.1,8.0,0.2,0.453125
Iraq,0.1,8.0,0.3,0.453125
Iraq,0.1,8.0,0.4,0.125000
Iraq,0.1,8.0,0.5,0.125000
Iraq,0.1,8.0,0.6,0.453125
Iraq,0.1,8.0,0.7,0.453125
Iraq,0.1,8.0,0.8,1.000000
Iraq,0.1,8.0,0.9,1.000000
Iraq,0.1,8.0,1.0,1.000000
Iraq,0.2,4.0,0.0,0.453125
Iraq,0.2,4.0,0.1,0.453125
Iraq,0.2,4.0,0.2,0.453125
Iraq,0.2,4.0,0.3,0.125000
Iraq,0.2,4.0,0.4,0.453125
Iraq,0.2,4.0,0.5,1.000000
Iraq,0.2,4.0,0.6,1.000000
Iraq,0.2,4.5,0.0,0.453125
Iraq,0.2,4.5,0.1,0.453125
Iraq,0.2,4.5,0.2,0.453125
Iraq,0.2,4.5,0.3,0.125000
Iraq,0.2,4.5,0.4,0.453125
Iraq,0.2,4.5,0.5,1.000000
Iraq,0.2,4.5,0.6,1.000000
Iraq,0.2,4.5,0.7,1.000000
Iraq,0.2,5.0,0.0,1.000000
Iraq,0.2,5.0,0.1,0.453125
Iraq,0.2,5.0,0.2,0.453125
Iraq,0.2,5.0,0.3,0.125000
Iraq,0.2,5.0,0.4,0.453125
Iraq,0.2,5.0,0.5,1.000000
Iraq,0.2,5.0,0.6,1.000000
Iraq,0.2,5.0,0.7,1.000000
Iraq,0.2,5.5,0.0,1.000000
Iraq,0.2,5.5,0.1,0.453125
Iraq,0.2,5.5,0.2,0.453125
Iraq,0.2,5.5,0.3,0.125000
Iraq,0.2,5.5,0.4,0.453125
Iraq,0.2,5.5,0.5,1.000000
Iraq,0.2,5.5,0.6,1.000000
Iraq,0.2,5.5,0.7,1.000000
Iraq,0.2,5.5,0.8,0.015625
Iraq,0.2,6.0,0.0,1.000000
Iraq,0.2,6.0,0.1,0.453125
Iraq,0.2,6.0,0.2,0.453125
Iraq,0.2,6.0,0.3,0.453125
Iraq,0.2,6.0,0.4,0.453125
Iraq,0.2,6.0,0.5,0.453125
Iraq,0.2,6.0,0.6,1.000000
Iraq,0.2,6.0,0.7,1.000000
Iraq,0.2,6.0,0.8,0.015625
Iraq,0.2,6.5,0.0,0.453125
Iraq,0.2,6.5,0.1,0.453125
Iraq,0.2,6.5,0.2,0.453125
Iraq,0.2,6.5,0.3,0.125000
Iraq,0.2,6.5,0.4,0.453125
Iraq,0.2,6.5,0.5,0.453125
Iraq,0.2,6.5,0.6,1.000000
Iraq,0.2,6.5,0.7,1.000000
Iraq,0.2,6.5,0.8,0.015625
Iraq,0.2,7.0,0.0,1.000000
Iraq,0.2,7.0,0.1,0.453125
Iraq,0.2,7.0,0.2,0.453125
Iraq,0.2,7.0,0.3,0.453125
Iraq,0.2,7.0,0.4,0.453125
Iraq,0.2,7.0,0.5,0.453125
Iraq,0.2,7.0,0.6,1.000000
Iraq,0.2,7.0,0.7,1.000000
Iraq,0.2,7.0,0.8,0.015625
Iraq,0.2,7.5,0.0,0.453125
Iraq,0.2,7.5,0.1,0.453125
Iraq,0.2,7.5,0.2,0.453125
Iraq,0.2,7.5,0.3,0.453125
Iraq,0.2,7.5,0.4,0.453125
Iraq,0.2,7.5,0.5,0.453125
Iraq,0.2,7.5,0.6,1.000000
Iraq,0.2,7.5,0.7,1.000000
Iraq,0.2,7.5,0.8,0.015625
Iraq,0.2,8.0,0.0,0.453125
Iraq,0.2,8.0,0.1,0.453125
Iraq,0.2,8.0,0.2,0.453125
Iraq,0.2,8.0,0.3,0.125000
Iraq,0.2,8.0,0.4,0.453125
Iraq,0.2,8.0,0.5,0.453125
Iraq,0.2,8.0,0.6,1.000000
Iraq,0.2,8.0,0.7,1.000000
Iraq,0.2,8.0,0.8,0.015625
Iraq,0.3,4.0,0.0,0.453125
Iraq,0.3,4.0,0.1,0.453125
Iraq,0.3,4.0,0.2,0.453125
Iraq,0.3,4.0,0.3,1.000000
Iraq,0.3,4.0,0.4,1.000000
Iraq,0.3,4.5,0.0,0.453125
Iraq,0.3,4.5,0.1,0.453125
Iraq,0.3,4.5,0.2,0.125000
Iraq,0.3,4.5,0.3,1.000000
Iraq,0.3,4.5,0.4,1.000000
Iraq,0.3,5.0,0.0,1.000000
Iraq,0.3,5.0,0.1,0.453125
Iraq,0.3,5.0,0.2,0.125000
Iraq,0.3,5.0,0.3,0.453125
Iraq,0.3,5.0,0.4,1.000000
Iraq,0.3,5.5,0.0,0.453125
Iraq,0.3,5.5,0.1,0.453125
Iraq,0.3,5.5,0.2,0.125000
Iraq,0.3,5.5,0.3,0.453125
Iraq,0.3,5.5,0.4,1.000000
Iraq,0.3,5.5,0.5,1.000000
Iraq,0.3,6.0,0.0,1.000000
Iraq,0.3,6.0,0.1,0.453125
Iraq,0.3,6.0,0.2,0.125000
Iraq,0.3,6.0,0.3,0.453125
Iraq,0.3,6.0,0.4,1.000000
Iraq,0.3,6.0,0.5,1.000000
Iraq,0.3,6.5,0.0,0.453125
Iraq,0.3,6.5,0.1,0.453125
Iraq,0.3,6.5,0.2,0.125000
Iraq,0.3,6.5,0.3,0.453125
Iraq,0.3,6.5,0.4,1.000000
Iraq,0.3,6.5,0.5,1.000000
Iraq,0.3,7.0,0.0,0.453125
Iraq,0.3,7.0,0.1,0.453125
Iraq,0.3,7.0,0.2,0.125000
Iraq,0.3,7.0,0.3,0.453125
Iraq,0.3,7.0,0.4,1.000000
Iraq,0.3,7.0,0.5,1.000000
Iraq,0.3,7.5,0.0,1.000000
Iraq,0.3,7.5,0.1,0.453125
Iraq,0.3,7.5,0.2,0.125000
Iraq,0.3,7.5,0.3,0.453125
Iraq,0.3,7.5,0.4,1.000000
Iraq,0.3,7.5,0.5,1.000000
Iraq,0.3,8.0,0.0,0.453125
Iraq,0.3,8.0,0.1,0.453125
Iraq,0.3,8.0,0.2,0.125000
Iraq,0.3,8.0,0.3,0.453125
Iraq,0.3,8.0,0.4,1.000000
Iraq,0.3,8.0,0.5,1.000000
Iraq,0.5,4.0,0.0,1.000000
Iraq,0.5,4.0,0.1,0.453125
Iraq,0.5,4.0,0.2,1.000000
Iraq,0.5,4.5,0.0,0.453125
Iraq,0.5,4.5,0.1,0.453125
Iraq,0.5,4.5,0.2,1.000000
Iraq,0.5,5.0,0.0,0.453125
Iraq,0.5,5.0,0.1,0.453125
Iraq,0.5,5.0,0.2,1.000000
Iraq,0.5,5.0,0.3,0.015625
Iraq,0.5,5.5,0.0,0.453125
Iraq,0.5,5.5,0.1,0.453125
Iraq,0.5,5.5,0.2,1.000000
Iraq,0.5,5.5,0.3,0.015625
Iraq,0.5,6.0,0.0,0.453125
Iraq,0.5,6.0,0.1,0.453125
Iraq,0.5,6.0,0.2,1.000000
Iraq,0.5,6.0,0.3,1.000000
Iraq,0.5,6.5,0.0,0.453125
Iraq,0.5,6.5,0.1,0.453125
Iraq,0.5,6.5,0.2,1.000000
Iraq,0.5,6.5,0.3,1.000000
Iraq,0.5,7.0,0.0,0.453125
Iraq,0.5,7.0,0.1,0.453125
Iraq,0.5,7.0,0.2,1.000000
Iraq,0.5,7.0,0.3,1.000000
Iraq,0.5,7.5,0.0,1.000000
Iraq,0.5,7.5,0.1,0.453125
Iraq,0.5,7.5,0.2,1.000000
Iraq,0.5,7.5,0.3,1.000000
Iraq,0.5,8.0,0.0,0.453125
Iraq,0.5,8.0,0.1,0.453125
Iraq,0.5,8.0,0.2,1.000000
Iraq,0.5,8.0,0.3,1.000000
Iraq,0.7,4.0,0.0,1.000000
Iraq,0.7,4.0,0.1,1.000000
Iraq,0.7,4.5,0.0,0.453125
Iraq,0.7,4.5,0.1,1.000000
Iraq,0.7,5.0,0.0,1.000000
Iraq,0.7,5.0,0.1,1.000000
Iraq,0.7,5.0,0.2,1.000000
Iraq,0.7,5.5,0.0,1.000000
Iraq,0.7,5.5,0.1,1.000000
Iraq,0.7,5.5,0.2,1.000000
Iraq,0.7,6.0,0.0,1.000000
Iraq,0.7,6.0,0.1,1.000000
Iraq,0.7,6.0,0.2,1.000000
Iraq,0.7,6.5,0.0,0.453125
Iraq,0.7,6.5,0.1,1.000000
Iraq,0.7,6.5,0.2,1.000000
Iraq,0.7,7.0,0.0,1.000000
Iraq,0.7,7.0,0.1,1.000000
Iraq,0.7,7.0,0.2,1.000000
Iraq,0.7,7.5,0.0,0.453125
Iraq,0.7,7.5,0.1,0.453125
Iraq,0.7,7.5,0.2,1.000000
Iraq,0.7,8.0,0.0,0.453125
Iraq,0.7,8.0,0.1,1.000000
Iraq,0.7,8.0,0.2,1.000000
Iraq,0.9,4.0,0.0,1.000000
Iraq,0.9,4.0,0.1,1.000000
Iraq,0.9,4.5,0.0,1.000000
Iraq,0.9,4.5,0.1,1.000000
Iraq,0.9,5.0,0.0,1.000000
Iraq,0.9,5.0,0.1,1.000000
Iraq,0.9,5.5,0.0,1.000000
Iraq,0.9,5.5,0.1,1.000000
Iraq,0.9,6.0,0.0,1.000000
Iraq,0.9,6.0,0.1,1.000000
Iraq,0.9,6.5,0.0,1.000000
Iraq,0.9,6.5,0.1,1.000000
Iraq,0.9,7.0,0.0,1.000000
Iraq,0.9,7.0,0.1,1.000000
Iraq,0.9,7.5,0.0,1.000000
Iraq,0.9,7.5,0.1,1.000000
Iraq,0.9,8.0,0.0,1.000000
Iraq,0.9,8.0,0.1,1.000000
